"module","pathway_id","pathway_name","fish_Pvalue","reg_coeff","GenesInPathway","Go_Reactome_root_id","Go_Reactome_root_names","step2root"
"PPI-STRING_Consensus_mod292","R-HSA-418359","Reduction of cytosolic Ca++ levels","1.81e-23","2.37e-01",10,"R-HSA-109582","Hemostasis",3
"PPI-STRING_Consensus_mod293","GO:0030414","peptidase inhibitor activity","8.36e-05","3.10e-02",10,"GO:0098772","molecular function regulator",4
"PPI-STRING_Consensus_mod293","GO:0005581","collagen trimer","7.11e-17","4.48e-02",62,"GO:0032991","protein-containing complex",2
"PPI-STRING_Consensus_mod293","GO:0008329","signaling pattern recognition receptor activity","1.02e-04","7.37e-03",11,"GO:0060089","molecular transducer activity",4
"PPI-STRING_Consensus_mod293","GO:0042989","sequestering of actin monomers","2.86e-07","1.21e-01",10,"GO:0009987#GO:0051179#GO:0065007#GO:0071840","cellular process#localization#biological regulation#cellular component organization or biogenesis",4
"PPI-STRING_Consensus_mod293","GO:0042599","lamellar body","1.34e-07","5.54e-03",8,"GO:0043226#GO:0044464","organelle#cell part",4
"PPI-STRING_Consensus_mod293","GO:0048029","monosaccharide binding","4.36e-12","1.27e-01",13,"GO:0005488","binding",3
"PPI-STRING_Consensus_mod293","R-HSA-5688890","Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4)","2.04e-10","8.78e-02",8,"R-HSA-1643685","Disease",3
"PPI-STRING_Consensus_mod293","R-HSA-5688849","Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5)","2.04e-10","8.63e-02",8,"R-HSA-1643685","Disease",3
"PPI-STRING_Consensus_mod293","R-HSA-5687868","Defective SFTPA2 causes idiopathic pulmonary fibrosis (IPF)","1.87e-06","2.55e-01",2,"R-HSA-1643685","Disease",3
"PPI-STRING_Consensus_mod293","R-HSA-3000480","Scavenging by Class A Receptors","2.29e-06","1.86e-02",19,"R-HSA-5653656","Vesicle-mediated transport",2
"PPI-STRING_Consensus_mod294","GO:0004190","aspartic-type endopeptidase activity","4.29e-08","5.38e-02",24,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod294","GO:0009062","fatty acid catabolic process","1.11e-06","3.65e-02",14,"GO:0008152#GO:0009987","metabolic process#cellular process",5
"PPI-STRING_Consensus_mod294","GO:0008526","phosphatidylinositol transporter activity","1.81e-16","4.05e-01",8,"GO:0005215","transporter activity",4
"PPI-STRING_Consensus_mod294","GO:0008195","phosphatidate phosphatase activity","8.72e-07","4.64e-02",13,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod294","GO:0008525","phosphatidylcholine transporter activity","2.95e-13","1.57e-01",8,"GO:0005215","transporter activity",4
"PPI-STRING_Consensus_mod294","GO:0004430","1-phosphatidylinositol 4-kinase activity","3.29e-05","1.08e-01",6,"GO:0003824","catalytic activity",6
"PPI-STRING_Consensus_mod294","R-HSA-4419969","Depolymerisation of the Nuclear Lamina","1.38e-06","2.84e-02",15,"R-HSA-1640170","Cell Cycle",5
"PPI-STRING_Consensus_mod294","R-HSA-1483213","Synthesis of PE","8.72e-07","4.64e-02",13,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod294","R-HSA-1483226","Synthesis of PI","3.07e-08","5.47e-02",5,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod294","R-HSA-75109","Triglyceride biosynthesis","1.11e-06","3.65e-02",14,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod295","GO:0015721","bile acid and bile salt transport","4.92e-27","2.45e-01",28,"GO:0051179","localization",5
"PPI-STRING_Consensus_mod295","GO:0015711","organic anion transport","3.77e-08","1.43e-02",19,"GO:0051179","localization",5
"PPI-STRING_Consensus_mod295","GO:0032367","intracellular cholesterol transport","1.50e-04","2.52e-02",10,"GO:0051179","localization",5
"PPI-STRING_Consensus_mod295","GO:0015347","sodium-independent organic anion transmembrane transporter activity","3.10e-13","3.11e-02",17,"GO:0005215","transporter activity",5
"PPI-STRING_Consensus_mod295","GO:0043252","sodium-independent organic anion transport","3.10e-13","1.10e-02",17,"GO:0051179","localization",6
"PPI-STRING_Consensus_mod295","GO:0017127","cholesterol transporter activity","5.58e-06","1.30e-02",19,"GO:0005215","transporter activity",4
"PPI-STRING_Consensus_mod295","GO:1990246","uniplex complex","3.35e-05","1.52e-01",5,"GO:0032991#GO:0044422#GO:0044425#GO:0044464","protein-containing complex#organelle part#membrane part#cell part",4
"PPI-STRING_Consensus_mod295","R-HSA-6806664","Metabolism of vitamin K","5.58e-03","2.85e-02",3,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod295","R-HSA-159418","Recycling of bile acids and salts","4.36e-16","6.57e-02",16,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod295","R-HSA-879518","Transport of organic anions","1.27e-11","9.62e-02",12,"R-HSA-382551","Transport of small molecules",3
"PPI-STRING_Consensus_mod296","GO:0010001","glial cell differentiation","3.61e-04","1.49e-03",14,"GO:0009987#GO:0032502","cellular process#developmental process",4
"PPI-STRING_Consensus_mod296","GO:0015718","monocarboxylic acid transport","3.47e-06","3.26e-02",15,"GO:0051179","localization",6
"PPI-STRING_Consensus_mod296","GO:0010447","response to acidic pH","2.63e-04","1.31e-02",12,"GO:0050896","response to stimulus",4
"PPI-STRING_Consensus_mod296","GO:0008519","ammonium transmembrane transporter activity","1.12e-04","5.86e-02",8,"GO:0005215","transporter activity",4
"PPI-STRING_Consensus_mod296","R-HSA-433692","Proton-coupled monocarboxylate transport","6.02e-05","8.40e-02",6,"R-HSA-382551","Transport of small molecules",3
"PPI-STRING_Consensus_mod297","GO:0042754","negative regulation of circadian rhythm","1.00e-06","5.91e-02",10,"GO:0065007","biological regulation",4
"PPI-STRING_Consensus_mod297","GO:0007623","circadian rhythm","4.35e-14","3.12e-03",78,"GO:0048511","rhythmic process",2
"PPI-STRING_Consensus_mod297","GO:0000982","transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding","6.75e-06","6.50e-06",18,"GO:0140110","transcription regulator activity",4
"PPI-STRING_Consensus_mod297","GO:0032922","circadian regulation of gene expression","7.07e-20","3.68e-02",55,"GO:0032501#GO:0048511#GO:0065007","multicellular organismal process#rhythmic process#biological regulation",2
"PPI-STRING_Consensus_mod297","GO:0051775","response to redox state","1.00e-06","4.23e-02",10,"GO:0050896","response to stimulus",2
"PPI-STRING_Consensus_mod297","GO:0070888","E-box binding","3.40e-16","5.55e-02",47,"GO:0005488","binding",9
"PPI-STRING_Consensus_mod297","GO:0043153","entrainment of circadian clock by photoperiod","2.90e-12","9.02e-02",21,"GO:0050896#GO:0065007","response to stimulus#biological regulation",4
"PPI-STRING_Consensus_mod297","GO:0061418","regulation of transcription from RNA polymerase II promoter in response to hypoxia","3.48e-16","1.05e-01",27,"GO:0009987#GO:0050896#GO:0065007","cellular process#response to stimulus#biological regulation",5
"PPI-STRING_Consensus_mod297","GO:0009416","response to light stimulus","9.48e-08","2.73e-02",21,"GO:0050896","response to stimulus",3
"PPI-STRING_Consensus_mod297","GO:0000989","transcription factor activity, transcription factor binding","1.84e-06","2.80e-02",12,"GO:0140110","transcription regulator activity",3
"PPI-STRING_Consensus_mod297","GO:0001222","transcription corepressor binding","2.38e-06","1.17e-02",13,"GO:0005488","binding",5
"PPI-STRING_Consensus_mod297","GO:0036499","PERK-mediated unfolded protein response","2.78e-04","9.13e-03",12,"GO:0009987#GO:0050896#GO:0065007","cellular process#response to stimulus#biological regulation",4
"PPI-STRING_Consensus_mod297","GO:0018401","peptidyl-proline hydroxylation to 4-hydroxy-L-proline","4.70e-07","7.89e-02",8,"GO:0008152#GO:0009987","metabolic process#cellular process",5
"PPI-STRING_Consensus_mod297","GO:1990837","sequence-specific double-stranded DNA binding","9.48e-08","5.49e-03",21,"GO:0005488","binding",6
"PPI-STRING_Consensus_mod297","GO:0031545","peptidyl-proline 4-dioxygenase activity","2.94e-07","1.29e-01",7,"GO:0003824","catalytic activity",4
"PPI-STRING_Consensus_mod297","R-HSA-8937144","Aryl hydrocarbon receptor signalling","2.94e-07","1.77e-01",7,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod297","R-HSA-1368108","BMAL1:CLOCK,NPAS2 activates circadian gene expression","1.62e-13","1.82e-01",14,"R-HSA-400253","Circadian Clock",1
"PPI-STRING_Consensus_mod297","R-HSA-400253","Circadian Clock","1.88e-19","3.57e-02",38,"R-HSA-400253","Circadian Clock",0
"PPI-STRING_Consensus_mod297","R-HSA-1234162","Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha","1.28e-05","1.75e-01",3,"R-HSA-8953897","Cellular responses to external stimuli",4
"PPI-STRING_Consensus_mod297","R-HSA-8849473","PTK6 Expression","4.25e-05","1.79e-02",5,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod297","R-HSA-1234158","Regulation of gene expression by Hypoxia-inducible Factor","3.38e-09","5.79e-02",10,"R-HSA-8953897","Cellular responses to external stimuli",4
"PPI-STRING_Consensus_mod298","GO:0006338","chromatin remodeling","2.71e-27","9.62e-02",90,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",4
"PPI-STRING_Consensus_mod298","GO:0004386","helicase activity","1.89e-21","1.09e-01",57,"GO:0003824","catalytic activity",4
"PPI-STRING_Consensus_mod298","GO:0070577","lysine-acetylated histone binding","6.79e-08","7.02e-02",18,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod298","GO:0008301","DNA binding, bending","7.20e-06","2.84e-02",17,"GO:0005488","binding",5
"PPI-STRING_Consensus_mod298","GO:0043596","nuclear replication fork","7.40e-09","1.38e-01",11,"GO:0044422#GO:0044464","organelle part#cell part",4
"PPI-STRING_Consensus_mod298","GO:0033234","negative regulation of protein sumoylation","2.23e-04","3.14e-02",10,"GO:0065007","biological regulation",7
"PPI-STRING_Consensus_mod298","R-HSA-163282","Mitochondrial transcription initiation","6.80e-03","2.00e-02",3,"R-HSA-74160","Gene expression (Transcription)",2
"PPI-STRING_Consensus_mod299","GO:0030178","negative regulation of Wnt signaling pathway","9.35e-08","8.11e-04",49,"GO:0065007","biological regulation",6
"PPI-STRING_Consensus_mod299","GO:0070097","delta-catenin binding","2.33e-07","2.24e-01",6,"GO:0005488","binding",3
"PPI-STRING_Consensus_mod299","GO:0030877","beta-catenin destruction complex","1.83e-13","2.55e-01",13,"GO:0032991#GO:0044464","protein-containing complex#cell part",2
"PPI-STRING_Consensus_mod299","R-HSA-5467333","APC truncation mutants are not K63 polyubiquitinated","2.33e-03","1.89e-01",1,"R-HSA-1643685","Disease",4
"PPI-STRING_Consensus_mod299","R-HSA-4641262","Disassembly of the destruction complex and recruitment of AXIN to the membrane","8.59e-09","1.70e-02",31,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod299","R-HSA-5627083","RHO GTPases regulate CFTR trafficking","6.97e-03","2.80e-02",3,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod300","GO:0075733","intracellular transport of virus","1.76e-06","8.08e-03",11,"GO:0051179#GO:0051704","localization#multi-organism process",5
"PPI-STRING_Consensus_mod300","GO:0045947","negative regulation of translational initiation","4.49e-04","1.37e-03",14,"GO:0065007","biological regulation",5
"PPI-STRING_Consensus_mod300","GO:0019068","virion assembly","1.76e-06","8.10e-03",11,"GO:0051704","multi-organism process",5
"PPI-STRING_Consensus_mod300","GO:0031386","protein tag","1.76e-06","8.10e-03",11,"GO:0031386","protein tag",1
"PPI-STRING_Consensus_mod300","R-HSA-5663084","Diseases of carbohydrate metabolism","1.28e-06","8.61e-03",10,"R-HSA-1643685","Disease",2
"PPI-STRING_Consensus_mod300","R-HSA-1253288","Downregulation of ERBB4 signaling","6.01e-07","5.75e-02",8,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod300","R-HSA-3229121","Glycogen storage diseases","1.28e-06","1.08e-02",10,"R-HSA-1643685","Disease",3
"PPI-STRING_Consensus_mod300","R-HSA-937042","IRAK2 mediated activation of TAK1 complex","1.28e-06","2.18e-02",10,"R-HSA-168256","Immune System",5
"PPI-STRING_Consensus_mod300","R-HSA-8876493","InlA-mediated entry of Listeria monocytogenes into host cells","1.28e-06","1.13e-02",10,"R-HSA-1643685","Disease",3
"PPI-STRING_Consensus_mod300","R-HSA-3785653","Myoclonic epilepsy of Lafora","1.28e-06","4.45e-03",10,"R-HSA-1643685","Disease",4
"PPI-STRING_Consensus_mod300","R-HSA-8849469","PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1","9.01e-07","2.83e-02",9,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod300","R-HSA-8948747","Regulation of PTEN localization","6.01e-07","5.74e-02",8,"R-HSA-162582","Signal Transduction",4
"PPI-STRING_Consensus_mod300","R-HSA-1295596","Spry regulation of FGF signaling","2.23e-08","7.14e-02",14,"R-HSA-162582","Signal Transduction",5
"PPI-STRING_Consensus_mod300","R-HSA-171319","Telomere Extension By Telomerase","4.54e-03","1.19e-01",2,"R-HSA-1640170","Cell Cycle",4
"PPI-STRING_Consensus_mod301","GO:0005506","iron ion binding","1.14e-17","2.29e-03",136,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod301","GO:0003854","3-beta-hydroxy-delta5-steroid dehydrogenase activity","1.69e-10","3.53e-01",6,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod301","GO:0006699","bile acid biosynthetic process","8.94e-12","1.97e-02",27,"GO:0008152#GO:0009987","metabolic process#cellular process",5
"PPI-STRING_Consensus_mod301","GO:0006695","cholesterol biosynthetic process","1.98e-24","1.32e-02",41,"GO:0008152","metabolic process",6
"PPI-STRING_Consensus_mod301","GO:0016126","sterol biosynthetic process","9.43e-19","1.66e-01",16,"GO:0008152","metabolic process",5
"PPI-STRING_Consensus_mod301","R-HSA-191273","Cholesterol biosynthesis","1.33e-27","2.28e-01",25,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod301","R-HSA-6807047","Cholesterol biosynthesis via desmosterol","2.58e-08","5.57e-02",4,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod301","R-HSA-6807062","Cholesterol biosynthesis via lathosterol","2.58e-08","5.51e-02",4,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod301","R-HSA-211976","Endogenous sterols","2.42e-15","1.34e-01",19,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod301","R-HSA-8957322","Metabolism of steroids","1.79e-39","9.12e-03",136,"R-HSA-1430728","Metabolism",2
"PPI-STRING_Consensus_mod301","R-HSA-211994","Sterols are 12-hydroxylated by CYP8B1","3.58e-06","3.35e-01",2,"R-HSA-1430728","Metabolism",5
"PPI-STRING_Consensus_mod301","R-HSA-193807","Synthesis of bile acids and bile salts via 27-hydroxycholesterol","8.74e-12","1.10e-01",11,"R-HSA-1430728","Metabolism",5
"PPI-STRING_Consensus_mod302","GO:0008299","isoprenoid biosynthetic process","1.17e-14","1.15e-01",11,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod302","GO:0043401","steroid hormone mediated signaling pathway","2.72e-06","2.67e-03",53,"GO:0009987#GO:0065007","cellular process#biological regulation",4
"PPI-STRING_Consensus_mod302","GO:0006744","ubiquinone biosynthetic process","3.14e-25","3.19e-01",15,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod302","R-HSA-163680","AMPK inhibits chREBP transcriptional activation activity","9.35e-05","5.92e-02",8,"R-HSA-1430728","Metabolism",2
"PPI-STRING_Consensus_mod302","R-HSA-2426168","Activation of gene expression by SREBF (SREBP)","9.31e-12","2.32e-02",28,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod302","R-HSA-191273","Cholesterol biosynthesis","1.81e-14","1.14e-01",25,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod302","R-HSA-446199","Synthesis of Dolichyl-phosphate","1.17e-07","2.24e-01",6,"R-HSA-392499","Metabolism of proteins",5
"PPI-STRING_Consensus_mod302","R-HSA-2142789","Ubiquinol biosynthesis","3.08e-19","3.00e-01",8,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod303","GO:0000049","tRNA binding","6.08e-08","2.17e-02",60,"GO:0005488","binding",5
"PPI-STRING_Consensus_mod303","GO:0006479","protein methylation","1.39e-04","3.69e-03",29,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod303","GO:0004749","ribose phosphate diphosphokinase activity","4.39e-13","6.47e-01",5,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod303","GO:0070131","positive regulation of mitochondrial translation","2.66e-05","4.05e-02",17,"GO:0065007","biological regulation",5
"PPI-STRING_Consensus_mod303","GO:0005851","eukaryotic translation initiation factor 2B complex","2.62e-12","5.69e-01",6,"GO:0032991#GO:0044464","protein-containing complex#cell part",2
"PPI-STRING_Consensus_mod303","GO:0006015","5-phosphoribose 1-diphosphate biosynthetic process","2.62e-12","7.37e-02",6,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod303","GO:0050072","m7G(5')pppN diphosphatase activity","6.47e-04","1.17e-02",11,"GO:0003824","catalytic activity",6
"PPI-STRING_Consensus_mod303","GO:0000408","EKC/KEOPS complex","1.78e-04","9.95e-02",6,"GO:0032991#GO:0044464","protein-containing complex#cell part",2
"PPI-STRING_Consensus_mod303","GO:0016422","mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity","1.04e-02","2.77e-02",3,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod303","R-HSA-189451","Heme biosynthesis","6.55e-06","1.06e-01",11,"R-HSA-1430728","Metabolism",2
"PPI-STRING_Consensus_mod303","R-HSA-72731","Recycling of eIF2:GDP","2.44e-11","1.06e-02",8,"R-HSA-392499","Metabolism of proteins",4
"PPI-STRING_Consensus_mod303","R-HSA-1855167","Synthesis of pyrophosphates in the cytosol","5.30e-04","2.60e-02",10,"R-HSA-1430728","Metabolism",2
"PPI-STRING_Consensus_mod303","R-HSA-6787450","tRNA modification in the mitochondrion","4.25e-04","2.59e-02",9,"R-HSA-8953854","Metabolism of RNA",2
"PPI-STRING_Consensus_mod303","R-HSA-6782315","tRNA modification in the nucleus and cytosol","3.38e-07","1.73e-02",42,"R-HSA-8953854","Metabolism of RNA",2
"PPI-STRING_Consensus_mod304","GO:0034464","BBSome","2.70e-19","4.08e-01",9,"GO:0032991#GO:0044422#GO:0044464","protein-containing complex#organelle part#cell part",2
"PPI-STRING_Consensus_mod304","GO:0072546","ER membrane protein complex","8.65e-30","7.57e-01",10,"GO:0032991#GO:0044422#GO:0044425#GO:0044464","protein-containing complex#organelle part#membrane part#cell part",3
"PPI-STRING_Consensus_mod304","R-HSA-5620922","BBSome-mediated cargo-targeting to cilium","2.49e-20","1.53e-01",14,"R-HSA-1852241","Organelle biogenesis and maintenance",3
"PPI-STRING_Consensus_mod305","GO:0001085","RNA polymerase II transcription factor binding","3.66e-10","2.86e-02",54,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod305","GO:0043194","axon initial segment","2.45e-05","3.81e-02",18,"GO:0044464","cell part",4
"PPI-STRING_Consensus_mod305","GO:0030507","spectrin binding","8.61e-05","2.10e-03",27,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod305","GO:0035457","cellular response to interferon-alpha","4.46e-04","3.04e-02",10,"GO:0009987#GO:0050896","cellular process#response to stimulus",6
"PPI-STRING_Consensus_mod305","GO:0009314","response to radiation","1.07e-04","2.95e-03",29,"GO:0050896","response to stimulus",3
"PPI-STRING_Consensus_mod305","GO:0043011","myeloid dendritic cell differentiation","2.45e-05","3.70e-02",18,"GO:0002376#GO:0009987#GO:0032502","immune system process#cellular process#developmental process",5
"PPI-STRING_Consensus_mod305","GO:0051591","response to cAMP","1.16e-05","8.90e-03",44,"GO:0050896","response to stimulus",4
"PPI-STRING_Consensus_mod305","GO:0070544","histone H3-K36 demethylation","4.46e-04","3.04e-02",10,"GO:0008152#GO:0009987#GO:0071840","metabolic process#cellular process#cellular component organization or biogenesis",6
"PPI-STRING_Consensus_mod305","GO:0061408","positive regulation of transcription from RNA polymerase II promoter in response to heat stress","1.55e-11","4.09e-01",8,"GO:0009987#GO:0050896#GO:0065007","cellular process#response to stimulus#biological regulation",5
"PPI-STRING_Consensus_mod305","R-HSA-8951671","RUNX3 regulates YAP1-mediated transcription","3.27e-09","3.16e-01",7,"R-HSA-74160","Gene expression (Transcription)",4
"PPI-STRING_Consensus_mod305","R-HSA-2032785","YAP1- and WWTR1 (TAZ)-stimulated gene expression","3.05e-08","1.95e-02",11,"R-HSA-74160","Gene expression (Transcription)",3
"PPI-STRING_Consensus_mod306","GO:0015125","bile acid transmembrane transporter activity","6.05e-05","1.35e-02",12,"GO:0005215","transporter activity",3
"PPI-STRING_Consensus_mod306","GO:0032479","regulation of type I interferon production","6.05e-05","8.77e-03",12,"GO:0065007","biological regulation",5
"PPI-STRING_Consensus_mod306","R-HSA-3270619","IRF3-mediated induction of type I IFN","2.97e-03","1.03e-02",3,"R-HSA-168256","Immune System",4
"PPI-STRING_Consensus_mod306","R-HSA-3249367","STAT6-mediated induction of chemokines","2.97e-03","1.66e-02",3,"R-HSA-168256","Immune System",4
"PPI-STRING_Consensus_mod307","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","2.20e-15","1.27e-02",62,"GO:0065007","biological regulation",6
"PPI-STRING_Consensus_mod307","GO:0036002","pre-mRNA binding","3.71e-12","1.24e-01",15,"GO:0005488","binding",5
"PPI-STRING_Consensus_mod307","GO:0006376","mRNA splice site selection","4.18e-14","1.23e-01",20,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",6
"PPI-STRING_Consensus_mod308","GO:0031093","platelet alpha granule lumen","2.42e-58","3.02e-01",67,"GO:0031974#GO:0044422#GO:0044464","membrane-enclosed lumen#organelle part#cell part",5
"PPI-STRING_Consensus_mod308","GO:0051918","negative regulation of fibrinolysis","5.24e-09","7.62e-02",10,"GO:0065007","biological regulation",4
"PPI-STRING_Consensus_mod308","GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway","1.78e-08","4.25e-02",13,"GO:0065007","biological regulation",6
"PPI-STRING_Consensus_mod308","GO:0031994","insulin-like growth factor I binding","4.14e-11","4.22e-02",12,"GO:0005488","binding",5
"PPI-STRING_Consensus_mod308","GO:0031995","insulin-like growth factor II binding","2.94e-12","3.54e-01",8,"GO:0005488","binding",5
"PPI-STRING_Consensus_mod308","R-HSA-5619110","Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)","2.33e-03","9.16e-02",1,"R-HSA-1643685","Disease",3
"PPI-STRING_Consensus_mod308","R-HSA-5619058","Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR)","2.33e-03","7.30e-02",1,"R-HSA-1643685","Disease",3
"PPI-STRING_Consensus_mod308","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","8.65e-21","5.66e-03",123,"R-HSA-392499","Metabolism of proteins",1
"PPI-STRING_Consensus_mod308","R-HSA-195399","VEGF binds to VEGFR leading to receptor dimerization","6.50e-07","1.91e-02",8,"R-HSA-162582","Signal Transduction",4
"PPI-STRING_Consensus_mod308","R-HSA-194313","VEGF ligand-receptor interactions","6.50e-07","1.85e-02",8,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod309","GO:0035098","ESC/E(Z) complex","1.52e-05","3.48e-02",18,"GO:0032991#GO:0044422#GO:0044464","protein-containing complex#organelle part#cell part",3
"PPI-STRING_Consensus_mod309","GO:0000980","RNA polymerase II distal enhancer sequence-specific DNA binding","2.05e-07","2.31e-03",94,"GO:0005488","binding",8
"PPI-STRING_Consensus_mod309","GO:0031491","nucleosome binding","4.23e-05","7.11e-03",25,"GO:0005488","binding",3
"PPI-STRING_Consensus_mod309","GO:0071837","HMG box domain binding","1.52e-05","3.71e-02",18,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod309","GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding","2.85e-05","1.63e-02",22,"GO:0005488","binding",8
"PPI-STRING_Consensus_mod309","R-HSA-210747","Regulation of gene expression in early pancreatic precursor cells","1.09e-04","1.09e-01",6,"R-HSA-1266738","Developmental Biology",2
"PPI-STRING_Consensus_mod310","GO:0008009","chemokine activity","3.76e-14","6.96e-02",50,"GO:0005488#GO:0098772","binding#molecular function regulator",5
"PPI-STRING_Consensus_mod310","GO:0070098","chemokine-mediated signaling pathway","7.26e-13","7.51e-03",71,"GO:0009987#GO:0065007","cellular process#biological regulation",5
"PPI-STRING_Consensus_mod310","GO:0002227","innate immune response in mucosa","6.13e-06","2.07e-02",19,"GO:0002376#GO:0050896","immune system process#response to stimulus",4
"PPI-STRING_Consensus_mod310","GO:0006957","complement activation, alternative pathway","1.82e-06","5.75e-02",13,"GO:0002376#GO:0008152#GO:0050896#GO:0065007","immune system process#metabolic process#response to stimulus#biological regulation",4
"PPI-STRING_Consensus_mod310","GO:0051673","membrane disruption in other organism","9.95e-05","4.39e-02",8,"GO:0051704","multi-organism process",4
"PPI-STRING_Consensus_mod310","R-HSA-174577","Activation of C3 and C5","5.34e-05","7.21e-02",6,"R-HSA-168256","Immune System",3
"PPI-STRING_Consensus_mod310","R-HSA-1462054","Alpha-defensins","1.60e-04","1.19e-03",10,"R-HSA-168256","Immune System",4
"PPI-STRING_Consensus_mod310","R-HSA-9036092","Defective AVP causes neurohypophyseal diabetes insipidus (NDI)","3.84e-03","1.19e-01",2,"R-HSA-1643685","Disease",3
"PPI-STRING_Consensus_mod312","GO:0006520","cellular amino acid metabolic process","3.82e-13","3.73e-02",32,"GO:0008152#GO:0009987","metabolic process#cellular process",3
"PPI-STRING_Consensus_mod312","GO:0015698","inorganic anion transport","7.59e-13","6.59e-02",35,"GO:0051179","localization",6
"PPI-STRING_Consensus_mod312","GO:0046415","urate metabolic process","1.09e-06","4.34e-02",10,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod312","GO:0015718","monocarboxylic acid transport","3.22e-13","2.21e-01",15,"GO:0051179","localization",6
"PPI-STRING_Consensus_mod312","GO:0015174","basic amino acid transmembrane transporter activity","3.20e-07","4.79e-02",7,"GO:0005215","transporter activity",5
"PPI-STRING_Consensus_mod312","GO:0015179","L-amino acid transmembrane transporter activity","1.31e-18","2.23e-01",15,"GO:0005215","transporter activity",4
"PPI-STRING_Consensus_mod312","GO:0015379","potassium:chloride symporter activity","3.48e-25","6.79e-01",9,"GO:0005215","transporter activity",7
"PPI-STRING_Consensus_mod312","R-HSA-352230","Amino acid transport across the plasma membrane","4.66e-25","1.49e-01",33,"R-HSA-382551","Transport of small molecules",3
"PPI-STRING_Consensus_mod312","R-HSA-210991","Basigin interactions","2.17e-16","5.81e-02",25,"R-HSA-109582","Hemostasis",2
"PPI-STRING_Consensus_mod312","R-HSA-426117","Cation-coupled Chloride cotransporters","1.18e-19","1.13e-01",7,"R-HSA-382551","Transport of small molecules",3
"PPI-STRING_Consensus_mod312","R-HSA-561048","Organic anion transport","9.17e-08","2.61e-01",5,"R-HSA-382551","Transport of small molecules",4
"PPI-STRING_Consensus_mod313","GO:0005200","structural constituent of cytoskeleton","3.41e-14","7.50e-03",104,"GO:0005198","structural molecule activity",2
"PPI-STRING_Consensus_mod313","GO:0002102","podosome","3.39e-12","8.61e-02",28,"GO:0032991#GO:0043226#GO:0044422#GO:0044464","protein-containing complex#organelle#organelle part#cell part",2
